year,Date,Month,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_rate,grade,installment,region,loan_condition
2011,1,6,0.5,RENT,Low,21600,6000, 36 months,INDIVIDUAL,renewable_energy,18.07,D,217.13,Northern-Irl,Good Loan
2011,1,6,9.0,RENT,Low,52000,9875, 60 months,INDIVIDUAL,debt_consolidation,18.07,D,251.14,cannught,Good Loan
2011,1,6,1.0,RENT,Low,34737,3500, 60 months,INDIVIDUAL,other,21.48,F,95.64,ulster,Good Loan
2011,1,6,3.0,RENT,Low,31000,7100, 36 months,INDIVIDUAL,other,8.9,A,225.45,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,99000,4500, 36 months,INDIVIDUAL,home_improvement,5.42,A,135.72,Northern-Irl,Good Loan
2011,1,6,4.0,MORTGAGE,Low,39996,5000, 36 months,INDIVIDUAL,other,14.82,C,172.89,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,36000,7200, 36 months,INDIVIDUAL,debt_consolidation,5.42,A,217.16,leinster,Good Loan
2011,1,6,3.0,RENT,High,324996,30000, 60 months,INDIVIDUAL,other,21.74,F,524.71,ulster,Good Loan
2011,1,6,5.0,MORTGAGE,Low,48504,24250, 60 months,INDIVIDUAL,debt_consolidation,18.07,D,616.72,leinster,Good Loan
2011,1,6,1.0,MORTGAGE,Medium,130000,15000, 36 months,INDIVIDUAL,debt_consolidation,12.87,C,504.48,cannught,Good Loan
2011,1,6,10.0,RENT,Low,34000,4000, 36 months,INDIVIDUAL,debt_consolidation,17.19,D,142.99,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,160000,15000, 36 months,INDIVIDUAL,debt_consolidation,7.91,A,469.43,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,74000,11000, 60 months,INDIVIDUAL,other,21.82,F,302.69,leinster,Good Loan
2011,1,6,0.5,RENT,Low,44400,1500, 36 months,INDIVIDUAL,debt_consolidation,11.63,B,49.56,ulster,Good Loan
2011,1,6,9.0,MORTGAGE,Medium,120000,35000, 60 months,INDIVIDUAL,small_business,16.89,D,586.37,ulster,Good Loan
2011,1,6,10.0,RENT,Low,29000,4200, 36 months,INDIVIDUAL,other,11.63,B,138.76,leinster,Good Loan
2011,1,6,6.0,RENT,Low,81000,5000, 36 months,INDIVIDUAL,debt_consolidation,5.42,A,150.8,ulster,Good Loan
2011,1,6,2.0,RENT,Low,97000,7000, 36 months,INDIVIDUAL,wedding,7.91,A,219.07,ulster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,45600,10000, 36 months,INDIVIDUAL,other,16.11,C,352.12,ulster,Good Loan
2011,1,6,6.0,RENT,Low,52000,2500, 36 months,INDIVIDUAL,debt_consolidation,14.82,C,86.45,ulster,Good Loan
2011,1,6,2.0,RENT,Low,90000,11000, 36 months,INDIVIDUAL,debt_consolidation,11.14,B,360.86,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,99780,6000, 36 months,INDIVIDUAL,vacation,11.14,B,196.84,Northern-Irl,Good Loan
2011,1,6,10.0,OWN,Low,54000,12000, 60 months,INDIVIDUAL,major_purchase,8.49,A,246.15,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,173000,15000, 60 months,INDIVIDUAL,home_improvement,16.59,D,369.49,cannught,Good Loan
2011,1,6,6.0,RENT,Low,61260,4000, 36 months,INDIVIDUAL,debt_consolidation,14.82,C,138.31,Northern-Irl,Good Loan
2011,1,6,7.0,OWN,Low,46400,27575, 60 months,INDIVIDUAL,debt_consolidation,15.99,D,432.77,munster,Good Loan
2011,1,6,5.0,RENT,Low,45000,4000, 36 months,INDIVIDUAL,debt_consolidation,12.87,C,134.53,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Low,40000,4000, 36 months,INDIVIDUAL,other,18.07,D,144.76,cannught,Good Loan
2011,1,6,6.0,MORTGAGE,Low,83004,27000, 60 months,INDIVIDUAL,debt_consolidation,18.49,D,692.84,leinster,Good Loan
2011,1,6,2.0,MORTGAGE,Low,37000,9775, 60 months,INDIVIDUAL,debt_consolidation,12.87,C,221.77,leinster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,26000,5000, 36 months,INDIVIDUAL,other,7.91,A,156.48,Northern-Irl,Good Loan
2011,1,6,4.0,MORTGAGE,Low,45000,15000, 36 months,INDIVIDUAL,debt_consolidation,18.49,D,545.99,cannught,Good Loan
2011,1,6,2.0,RENT,Low,53819,6000, 36 months,INDIVIDUAL,debt_consolidation,7.42,A,186.42,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,130000,15000, 36 months,INDIVIDUAL,debt_consolidation,11.14,B,492.08,ulster,Good Loan
2011,1,6,2.0,OWN,Low,42000,2000, 36 months,INDIVIDUAL,debt_consolidation,15.62,C,69.94,leinster,Good Loan
2011,1,6,6.0,RENT,Low,24000,7125, 36 months,INDIVIDUAL,debt_consolidation,9.67,B,228.81,Northern-Irl,Good Loan
2011,1,6,5.0,MORTGAGE,Low,40000,5400, 36 months,INDIVIDUAL,debt_consolidation,7.42,A,167.78,Northern-Irl,Good Loan
2011,1,6,0.5,MORTGAGE,Medium,123000,13225, 36 months,INDIVIDUAL,credit_card,16.11,C,465.68,ulster,Good Loan
2011,1,6,4.0,RENT,Low,24000,2000, 36 months,INDIVIDUAL,other,16.59,D,70.9,Northern-Irl,Good Loan
2011,1,6,9.0,MORTGAGE,Low,78000,30000, 60 months,INDIVIDUAL,debt_consolidation,19.79,E,542.06,leinster,Good Loan
2011,1,6,3.0,RENT,Low,52000,12000, 36 months,INDIVIDUAL,debt_consolidation,7.91,A,375.54,leinster,Good Loan
2011,1,6,8.0,MORTGAGE,Low,45000,4000, 36 months,INDIVIDUAL,vacation,6.62,A,122.82,leinster,Good Loan
2011,1,6,5.0,RENT,High,230004,7000, 60 months,INDIVIDUAL,major_purchase,17.19,D,174.69,Northern-Irl,Good Loan
2011,1,6,0.5,RENT,Low,22000,8000, 36 months,INDIVIDUAL,small_business,11.63,B,264.31,cannught,Good Loan
2011,1,6,3.0,MORTGAGE,Low,46000,8000, 36 months,INDIVIDUAL,debt_consolidation,5.42,A,241.28,cannught,Good Loan
2011,1,6,2.0,MORTGAGE,Low,30000,1200, 36 months,INDIVIDUAL,major_purchase,9.67,B,38.54,Northern-Irl,Good Loan
2011,1,6,4.0,RENT,Low,59000,14400, 36 months,INDIVIDUAL,credit_card,8.9,A,457.25,munster,Good Loan
2011,1,6,5.0,OWN,Low,49000,22000, 60 months,INDIVIDUAL,wedding,14.82,C,521.31,ulster,Good Loan
2011,1,6,3.0,OWN,Low,96000,10000, 36 months,INDIVIDUAL,debt_consolidation,9.99,B,322.63,leinster,Good Loan
2011,1,6,10.0,RENT,Low,62000,7000, 36 months,INDIVIDUAL,debt_consolidation,6.99,A,216.11,ulster,Good Loan
2011,1,6,1.0,MORTGAGE,Low,66000,2650, 60 months,INDIVIDUAL,car,8.49,A,54.36,Northern-Irl,Good Loan
2011,1,6,5.0,RENT,Low,54000,9000, 60 months,INDIVIDUAL,other,16.49,D,221.22,munster,Good Loan
2011,1,6,1.0,RENT,Low,36000,5000, 36 months,INDIVIDUAL,car,14.79,C,172.82,cannught,Good Loan
2011,1,6,2.0,RENT,Low,88000,15000, 60 months,INDIVIDUAL,other,20.99,F,405.72,cannught,Good Loan
2011,1,6,1.0,MORTGAGE,Low,54000,2000, 36 months,INDIVIDUAL,car,5.99,A,60.84,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Low,50000,13650, 36 months,INDIVIDUAL,debt_consolidation,10.99,B,446.82,leinster,Good Loan
2011,1,6,7.0,RENT,Low,63000,15350, 60 months,INDIVIDUAL,major_purchase,12.99,C,349.19,ulster,Good Loan
2011,1,6,4.0,RENT,Low,33600,5000, 36 months,INDIVIDUAL,major_purchase,13.49,C,169.66,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,108000,14700, 60 months,INDIVIDUAL,other,11.49,B,323.22,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,41820,19000, 60 months,INDIVIDUAL,credit_card,14.79,C,449.92,munster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,132132,28000, 36 months,INDIVIDUAL,home_improvement,8.49,A,776.45,ulster,Good Loan
2011,1,6,1.0,RENT,Low,56000,5000, 36 months,INDIVIDUAL,wedding,15.62,D,174.85,leinster,Good Loan
2011,1,6,5.0,RENT,Low,34000,6900, 60 months,INDIVIDUAL,major_purchase,11.49,B,151.72,ulster,Good Loan
2011,1,6,3.0,RENT,Low,55000,12000, 36 months,INDIVIDUAL,debt_consolidation,12.99,C,404.27,cannught,Good Loan
2011,1,6,3.0,MORTGAGE,Low,36000,4000, 36 months,INDIVIDUAL,home_improvement,5.99,A,121.67,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,71000,9000, 36 months,INDIVIDUAL,wedding,5.42,A,271.44,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,65000,10000, 36 months,INDIVIDUAL,debt_consolidation,7.49,A,311.02,ulster,Good Loan
2011,1,6,2.0,MORTGAGE,Low,54996,1925, 36 months,INDIVIDUAL,other,10.59,B,62.65,cannught,Good Loan
2011,1,6,6.0,MORTGAGE,Low,79000,13000, 36 months,INDIVIDUAL,wedding,7.49,A,404.33,leinster,Good Loan
2011,1,6,5.0,RENT,Low,90000,20000, 60 months,INDIVIDUAL,debt_consolidation,13.99,C,465.27,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,54000,15000, 60 months,INDIVIDUAL,home_improvement,11.99,B,333.6,leinster,Good Loan
2011,1,6,5.0,RENT,Low,68000,7200, 36 months,INDIVIDUAL,wedding,10.99,B,235.69,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Low,80000,12000, 36 months,INDIVIDUAL,debt_consolidation,13.99,C,410.08,ulster,Good Loan
2011,1,6,0.5,MORTGAGE,Low,100000,11000, 36 months,INDIVIDUAL,debt_consolidation,8.49,A,347.2,leinster,Good Loan
2011,1,6,6.05,RENT,Low,38400,7500, 36 months,INDIVIDUAL,car,13.49,C,254.48,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,93000,3000, 36 months,INDIVIDUAL,other,8.49,A,94.69,munster,Good Loan
2011,1,6,3.0,MORTGAGE,Low,30000,2975, 36 months,INDIVIDUAL,major_purchase,5.99,A,90.5,cannught,Good Loan
2011,1,6,5.0,RENT,Low,60000,15000, 36 months,INDIVIDUAL,debt_consolidation,10.59,B,488.18,ulster,Good Loan
2011,1,6,2.0,RENT,Low,51000,14400, 60 months,INDIVIDUAL,credit_card,11.49,B,316.63,ulster,Good Loan
2011,1,6,2.0,RENT,Low,85000,35000, 60 months,INDIVIDUAL,small_business,18.79,E,568.8,munster,Good Loan
2011,1,6,1.0,RENT,Low,35004,10000, 60 months,INDIVIDUAL,debt_consolidation,18.39,E,256.07,ulster,Good Loan
2011,1,6,6.05,MORTGAGE,Low,47160,25000, 60 months,INDIVIDUAL,other,13.49,C,414.09,leinster,Good Loan
2011,1,6,4.0,MORTGAGE,Low,32000,18200, 60 months,INDIVIDUAL,debt_consolidation,10.99,B,395.63,Northern-Irl,Good Loan
2011,1,6,10.0,OWN,Low,82000,30000, 60 months,INDIVIDUAL,small_business,16.49,D,454.72,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,76000,18000, 60 months,INDIVIDUAL,debt_consolidation,13.99,C,418.74,ulster,Good Loan
2011,1,6,4.0,RENT,Low,45000,6400, 60 months,INDIVIDUAL,debt_consolidation,11.99,B,142.34,ulster,Good Loan
2011,1,6,3.0,RENT,Low,41000,3000, 36 months,INDIVIDUAL,major_purchase,10.99,B,98.21,cannught,Good Loan
2011,1,6,1.0,RENT,Medium,120000,9150, 36 months,INDIVIDUAL,debt_consolidation,13.99,C,312.69,ulster,Good Loan
2011,1,6,7.0,MORTGAGE,Medium,175000,15000, 36 months,INDIVIDUAL,small_business,7.49,A,466.53,leinster,Good Loan
2011,1,6,3.0,RENT,Low,30000,12000, 60 months,INDIVIDUAL,debt_consolidation,11.49,B,201.74,Northern-Irl,Good Loan
2011,1,6,6.0,MORTGAGE,Low,62699,14750, 60 months,INDIVIDUAL,home_improvement,12.99,C,335.54,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,90525,35000, 60 months,INDIVIDUAL,home_improvement,17.99,E,558.54,munster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,162500,10000, 36 months,INDIVIDUAL,debt_consolidation,15.99,D,351.53,leinster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,60106,25000, 60 months,INDIVIDUAL,debt_consolidation,12.99,C,568.7,leinster,Good Loan
2011,1,6,4.0,MORTGAGE,Low,31000,12000, 36 months,INDIVIDUAL,house,5.42,A,361.92,cannught,Good Loan
2011,1,6,5.0,MORTGAGE,Medium,109000,5000, 36 months,INDIVIDUAL,home_improvement,8.49,A,157.82,cannught,Good Loan
2011,1,6,3.0,RENT,Low,36000,8000, 36 months,INDIVIDUAL,medical,8.49,A,252.51,leinster,Good Loan
2011,1,6,2.0,MORTGAGE,Low,40000,6000, 36 months,INDIVIDUAL,debt_consolidation,6.99,A,185.24,leinster,Good Loan
2011,1,6,8.0,RENT,Low,56004,1500, 60 months,INDIVIDUAL,other,16.49,D,36.87,leinster,Good Loan
2011,1,6,3.0,MORTGAGE,Low,36000,5300, 36 months,INDIVIDUAL,medical,7.49,A,164.84,ulster,Good Loan
2011,1,6,3.0,RENT,Low,65000,7000, 36 months,INDIVIDUAL,major_purchase,8.49,A,220.95,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,31000,16750, 60 months,INDIVIDUAL,debt_consolidation,11.49,B,368.3,leinster,Good Loan
2011,1,6,10.0,OWN,Low,51000,18000, 36 months,INDIVIDUAL,credit_card,7.49,A,559.83,Northern-Irl,Good Loan
2011,1,6,9.0,RENT,Low,80000,7450, 36 months,INDIVIDUAL,debt_consolidation,15.99,D,261.89,ulster,Good Loan
2011,1,6,6.05,MORTGAGE,Low,16908,3000, 36 months,INDIVIDUAL,other,5.42,A,90.48,ulster,Good Loan
2011,1,6,4.0,RENT,Low,72000,6200, 36 months,INDIVIDUAL,debt_consolidation,5.99,A,188.59,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,38000,9000, 36 months,INDIVIDUAL,debt_consolidation,6.99,A,277.86,munster,Good Loan
2011,1,6,1.0,MORTGAGE,Low,60000,4800, 36 months,INDIVIDUAL,car,7.49,A,149.29,cannught,Good Loan
2011,1,6,10.0,OWN,Low,20000,1200, 36 months,INDIVIDUAL,other,7.49,A,37.33,leinster,Good Loan
2011,1,6,0.5,MORTGAGE,Low,38004,8000, 60 months,INDIVIDUAL,debt_consolidation,10.59,B,172.31,Northern-Irl,Good Loan
2011,1,6,3.0,RENT,Low,33388,1000, 36 months,INDIVIDUAL,medical,10.99,B,32.74,Northern-Irl,Good Loan
2011,1,6,5.0,MORTGAGE,Low,50000,3500, 36 months,INDIVIDUAL,home_improvement,10.99,B,114.57,leinster,Good Loan
2011,1,6,6.0,RENT,Low,49000,5000, 60 months,INDIVIDUAL,debt_consolidation,21.36,F,136.29,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,75000,20000, 60 months,INDIVIDUAL,home_improvement,10.99,B,434.75,cannught,Good Loan
2011,1,6,0.5,RENT,Low,40000,3600, 36 months,INDIVIDUAL,moving,10.59,B,117.17,munster,Good Loan
2011,1,6,10.0,RENT,Low,72800,35000, 60 months,INDIVIDUAL,debt_consolidation,19.29,E,667.52,ulster,Good Loan
2011,1,6,6.05,RENT,Low,24000,6000, 36 months,INDIVIDUAL,home_improvement,5.42,A,180.96,Northern-Irl,Good Loan
2011,1,6,5.0,RENT,Low,41000,14000, 36 months,INDIVIDUAL,debt_consolidation,6.99,A,432.22,leinster,Good Loan
2011,1,6,6.0,RENT,Low,15000,4800, 36 months,INDIVIDUAL,debt_consolidation,8.49,A,151.51,ulster,Good Loan
2011,1,6,2.0,RENT,Low,28000,5000, 36 months,INDIVIDUAL,debt_consolidation,12.99,C,168.45,leinster,Good Loan
2011,1,6,5.0,OWN,Low,24000,4200, 36 months,INDIVIDUAL,other,6.99,A,129.67,Northern-Irl,Good Loan
2011,1,6,4.0,MORTGAGE,Low,37000,10000, 36 months,INDIVIDUAL,debt_consolidation,7.49,A,311.02,munster,Good Loan
2011,1,6,4.0,RENT,Low,53000,16000, 60 months,INDIVIDUAL,debt_consolidation,15.99,D,389.01,leinster,Good Loan
2011,1,6,4.0,MORTGAGE,Low,54216,9000, 36 months,INDIVIDUAL,credit_card,5.99,A,273.76,ulster,Good Loan
2011,1,6,6.0,MORTGAGE,Low,59000,5000, 36 months,INDIVIDUAL,home_improvement,15.62,D,174.85,Northern-Irl,Good Loan
2011,1,6,4.0,MORTGAGE,Low,65000,13600, 36 months,INDIVIDUAL,credit_card,15.62,D,475.59,leinster,Good Loan
2011,1,6,2.0,RENT,Medium,145000,8800, 36 months,INDIVIDUAL,debt_consolidation,10.59,B,286.4,munster,Good Loan
2011,1,6,6.0,MORTGAGE,Low,36600,5000, 36 months,INDIVIDUAL,other,5.42,A,150.8,leinster,Good Loan
2011,1,6,3.0,MORTGAGE,Low,85000,20000, 60 months,INDIVIDUAL,home_improvement,14.79,C,473.6,cannught,Good Loan
2011,1,6,2.0,RENT,Low,73000,4600, 36 months,INDIVIDUAL,wedding,9.99,B,148.41,leinster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,25000,12500, 60 months,INDIVIDUAL,debt_consolidation,16.89,D,309.92,Northern-Irl,Good Loan
2011,1,6,10.0,OWN,Low,20000,3800, 36 months,INDIVIDUAL,home_improvement,6.99,A,117.32,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,60000,2000, 36 months,INDIVIDUAL,other,15.23,C,69.56,munster,Good Loan
2011,1,6,0.5,RENT,Low,48000,2400, 36 months,INDIVIDUAL,home_improvement,10.59,B,78.11,munster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,128000,35000, 60 months,INDIVIDUAL,other,17.49,D,614.11,ulster,Good Loan
2011,1,6,1.0,RENT,Low,30996,7000, 60 months,INDIVIDUAL,other,15.23,C,167.38,Northern-Irl,Good Loan
2011,1,6,10.0,OWN,Low,100000,10000, 36 months,INDIVIDUAL,debt_consolidation,10.59,B,325.45,Northern-Irl,Good Loan
2011,1,6,2.0,MORTGAGE,Low,30000,6000, 36 months,INDIVIDUAL,debt_consolidation,11.99,B,199.26,leinster,Good Loan
2011,1,6,6.0,RENT,Low,36000,15000, 36 months,INDIVIDUAL,debt_consolidation,11.49,B,494.57,ulster,Good Loan
2011,1,6,2.0,RENT,Low,58000,11000, 36 months,INDIVIDUAL,debt_consolidation,15.62,D,384.67,ulster,Good Loan
2011,1,6,0.5,OWN,Low,41000,1000, 36 months,INDIVIDUAL,car,6.99,A,30.88,leinster,Good Loan
2011,1,6,0.5,RENT,Low,35000,2000, 36 months,INDIVIDUAL,car,12.99,C,67.38,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,170000,10000, 36 months,INDIVIDUAL,home_improvement,13.49,C,339.31,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Low,65000,7000, 36 months,INDIVIDUAL,debt_consolidation,5.99,A,212.93,cannught,Good Loan
2011,1,6,0.5,RENT,Low,65004,3200, 36 months,INDIVIDUAL,debt_consolidation,9.99,B,103.24,Northern-Irl,Good Loan
2011,1,6,1.0,OWN,Low,25200,3200, 36 months,INDIVIDUAL,debt_consolidation,15.23,C,111.29,munster,Good Loan
2011,1,6,4.0,RENT,Low,87500,6000, 36 months,INDIVIDUAL,debt_consolidation,11.99,B,199.26,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,122000,11200, 36 months,INDIVIDUAL,credit_card,5.42,A,337.8,ulster,Good Loan
2011,1,6,5.0,RENT,Low,78000,3000, 36 months,INDIVIDUAL,vacation,16.89,D,106.8,ulster,Good Loan
2011,1,6,5.0,MORTGAGE,Low,65000,21200, 36 months,INDIVIDUAL,debt_consolidation,9.99,B,683.97,leinster,Good Loan
2011,1,6,2.0,MORTGAGE,Low,100000,15000, 36 months,INDIVIDUAL,debt_consolidation,15.99,D,527.29,leinster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,40000,14000, 36 months,INDIVIDUAL,small_business,7.49,A,435.43,ulster,Good Loan
2011,1,6,3.0,RENT,Low,35600,4000, 36 months,INDIVIDUAL,debt_consolidation,7.49,A,124.41,Northern-Irl,Good Loan
2011,1,6,10.0,RENT,Low,58000,9600, 36 months,INDIVIDUAL,debt_consolidation,13.99,C,328.06,leinster,Good Loan
2011,1,6,1.0,MORTGAGE,Low,84996,2500, 36 months,INDIVIDUAL,major_purchase,8.49,A,78.91,leinster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,67000,12025, 60 months,INDIVIDUAL,debt_consolidation,15.99,D,292.37,munster,Good Loan
2011,1,6,1.0,MORTGAGE,Low,72000,21250, 60 months,INDIVIDUAL,debt_consolidation,20.99,F,461.17,ulster,Good Loan
2011,1,6,5.0,RENT,Low,30000,9000, 36 months,INDIVIDUAL,small_business,12.99,C,303.21,ulster,Good Loan
2011,1,6,3.0,MORTGAGE,Low,76800,5000, 36 months,INDIVIDUAL,car,11.49,B,164.86,leinster,Good Loan
2011,1,6,5.0,RENT,Low,46000,7200, 36 months,INDIVIDUAL,debt_consolidation,15.23,C,250.41,cannught,Good Loan
2011,1,6,0.5,MORTGAGE,Low,90000,25000, 60 months,INDIVIDUAL,small_business,20.25,F,406.83,cannught,Good Loan
2011,1,6,0.5,MORTGAGE,Low,70000,33000, 36 months,INDIVIDUAL,other,9.99,B,1064.67,leinster,Good Loan
2011,1,6,3.0,RENT,Low,58000,19200, 60 months,INDIVIDUAL,other,16.89,D,476.04,Northern-Irl,Good Loan
2011,1,6,6.0,MORTGAGE,Low,26688,5000, 36 months,INDIVIDUAL,debt_consolidation,10.59,B,162.73,Northern-Irl,Good Loan
2011,1,6,1.0,RENT,Low,44400,12000, 36 months,INDIVIDUAL,debt_consolidation,14.79,C,414.76,Northern-Irl,Good Loan
2011,1,6,3.0,MORTGAGE,Medium,120000,4800, 36 months,INDIVIDUAL,other,5.99,A,146.01,munster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,80000,9000, 36 months,INDIVIDUAL,major_purchase,5.99,A,273.76,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,85000,11000, 36 months,INDIVIDUAL,credit_card,11.99,B,365.31,Northern-Irl,Good Loan
2011,1,6,2.0,MORTGAGE,Low,66000,30000, 60 months,INDIVIDUAL,debt_consolidation,18.39,E,544.13,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,49349,4000, 36 months,INDIVIDUAL,debt_consolidation,11.49,B,131.89,Northern-Irl,Good Loan
2011,1,6,6.0,RENT,Low,31200,8000, 36 months,INDIVIDUAL,other,11.49,B,263.78,leinster,Good Loan
2011,1,6,6.0,MORTGAGE,Low,46800,12000, 36 months,INDIVIDUAL,wedding,6.99,A,370.48,leinster,Good Loan
2011,1,6,2.0,MORTGAGE,High,250000,34000, 36 months,INDIVIDUAL,debt_consolidation,14.79,C,1175.13,Northern-Irl,Good Loan
2011,1,6,3.0,RENT,Low,48000,5500, 36 months,INDIVIDUAL,credit_card,7.49,A,171.06,Northern-Irl,Good Loan
2011,1,6,9.0,MORTGAGE,Medium,165000,18000, 60 months,INDIVIDUAL,home_improvement,18.39,E,460.91,Northern-Irl,Good Loan
2011,1,6,10.0,MORTGAGE,Low,90000,21000, 36 months,INDIVIDUAL,credit_card,10.59,B,683.45,ulster,Good Loan
2011,1,6,1.0,RENT,Low,65004,4800, 36 months,INDIVIDUAL,debt_consolidation,13.49,C,162.87,ulster,Good Loan
2011,1,6,6.0,RENT,Low,38400,1600, 36 months,INDIVIDUAL,debt_consolidation,13.49,C,54.29,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Medium,175000,7000, 36 months,INDIVIDUAL,home_improvement,12.99,C,235.83,leinster,Good Loan
2011,1,6,5.0,RENT,Low,50049,8000, 36 months,INDIVIDUAL,major_purchase,12.99,C,269.52,ulster,Good Loan
2011,1,6,6.0,RENT,Low,75000,24000, 60 months,INDIVIDUAL,credit_card,13.49,C,552.12,Northern-Irl,Good Loan
2011,1,6,0.5,OWN,Low,55000,8000, 60 months,INDIVIDUAL,car,12.99,C,181.99,leinster,Good Loan
2011,1,6,1.0,RENT,Medium,130000,13425, 36 months,INDIVIDUAL,debt_consolidation,15.99,D,471.92,Northern-Irl,Good Loan
2011,1,6,6.0,MORTGAGE,Low,61000,1050, 36 months,INDIVIDUAL,credit_card,8.49,A,33.15,cannught,Good Loan
2011,1,6,10.0,MORTGAGE,Low,55000,15000, 36 months,INDIVIDUAL,debt_consolidation,5.99,A,456.27,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,69600,1200, 36 months,INDIVIDUAL,car,6.99,A,37.05,cannught,Good Loan
2011,1,6,9.0,MORTGAGE,Medium,110000,10000, 36 months,INDIVIDUAL,credit_card,15.99,D,351.53,cannught,Good Loan
2011,1,6,3.0,MORTGAGE,Low,54000,8000, 36 months,INDIVIDUAL,major_purchase,10.99,B,261.88,Northern-Irl,Good Loan
2011,1,6,6.05,RENT,Low,29311,1000, 36 months,INDIVIDUAL,moving,7.49,A,31.11,Northern-Irl,Good Loan
2011,1,6,2.0,RENT,Low,27600,7200, 36 months,INDIVIDUAL,other,9.99,B,232.29,ulster,Good Loan
2011,1,6,3.0,MORTGAGE,Medium,165000,9600, 36 months,INDIVIDUAL,debt_consolidation,5.99,A,292.01,ulster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,63000,4000, 36 months,INDIVIDUAL,major_purchase,6.99,A,123.5,leinster,Good Loan
2011,1,6,3.0,RENT,Low,81000,20000, 36 months,INDIVIDUAL,credit_card,13.49,C,678.61,ulster,Good Loan
2011,1,6,3.0,RENT,Low,57000,1200, 36 months,INDIVIDUAL,other,15.99,D,42.19,leinster,Good Loan
2011,1,6,3.0,RENT,Low,29472,11000, 36 months,INDIVIDUAL,credit_card,13.49,C,373.24,Northern-Irl,Good Loan
2011,1,6,6.0,MORTGAGE,Low,73909,3900, 36 months,INDIVIDUAL,home_improvement,5.99,A,118.63,Northern-Irl,Good Loan
2011,1,6,2.0,RENT,Low,36200,3600, 36 months,INDIVIDUAL,wedding,10.99,B,117.85,Northern-Irl,Good Loan
2011,1,6,7.0,RENT,Low,80000,3025, 36 months,INDIVIDUAL,debt_consolidation,9.99,B,97.6,Northern-Irl,Good Loan
2011,1,6,10.0,RENT,Low,60000,2750, 36 months,INDIVIDUAL,debt_consolidation,15.23,C,95.64,cannught,Good Loan
2011,1,6,2.0,MORTGAGE,Low,48000,12250, 60 months,INDIVIDUAL,credit_card,15.99,D,297.84,Northern-Irl,Good Loan
2011,1,6,6.05,RENT,Low,25000,10000, 36 months,INDIVIDUAL,other,6.99,A,308.73,ulster,Good Loan
2011,1,6,0.5,RENT,Low,90000,18000, 36 months,INDIVIDUAL,credit_card,18.79,E,657.9,ulster,Good Loan
2011,1,6,6.0,MORTGAGE,Low,46000,15000, 36 months,INDIVIDUAL,credit_card,6.99,A,463.09,munster,Good Loan
2011,1,6,7.0,MORTGAGE,Low,35000,3500, 36 months,INDIVIDUAL,home_improvement,11.49,B,115.4,leinster,Good Loan
2011,1,6,10.0,MORTGAGE,Low,91500,7000, 60 months,INDIVIDUAL,car,9.99,B,148.7,ulster,Good Loan
2011,1,6,0.5,RENT,Low,39996,4000, 36 months,INDIVIDUAL,major_purchase,12.99,C,134.76,ulster,Good Loan
